Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
31492625,09/09/2015 12:00:00 AM,10/05/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Vacant Lot,11222,,,,,MCGUINNESS BOULEVARD,NASSAU AVENUE,INTERSECTION,BROOKLYN,,N/A,Closed,10/09/2015 02:49:23 PM,10/05/2015 12:00:00 AM,01 BROOKLYN,BROOKLYN,998616,203286,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72463815056504,-73.94817055292614,"(40.72463815056504, -73.94817055292614)"
31493558,09/09/2015 12:00:00 AM,09/04/2015 02:06:27 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11206,199 HUMBOLDT STREET,HUMBOLDT STREET,MESEROLE STREET,SCHOLES STREET,,,ADDRESS,BROOKLYN,,N/A,Pending,10/09/2015 07:34:56 PM,09/09/2015 07:41:13 PM,01 BROOKLYN,BROOKLYN,1000417,197388,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.70844644923736,-73.94168709808268,"(40.70844644923736, -73.94168709808268)"
31493755,09/09/2015 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,11216,1095 ATLANTIC AVENUE,ATLANTIC AVENUE,FRANKLIN AVENUE,BEDFORD PLACE,,,ADDRESS,BROOKLYN,,N/A,Assigned,10/09/2015 06:15:49 AM,09/09/2015 06:31:58 AM,03 BROOKLYN,BROOKLYN,996779,186699,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67911352229078,-73.95482891247777,"(40.67911352229078, -73.95482891247777)"
31493756,09/09/2015 12:00:00 AM,08/31/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10472,1962 CROSS BRONX EXPRESSWAY,CROSS BRONX EXPRESSWAY,CROSS BRONX EP NB EN NEWBOLD AV,PUGSLEY AVENUE,,,ADDRESS,BRONX,,N/A,Pending,10/09/2015 01:13:15 PM,09/09/2015 01:19:13 PM,09 BRONX,BRONX,1023533,242516,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.832238434927426,-73.85804610902596,"(40.832238434927426, -73.85804610902596)"
31493774,09/09/2015 12:00:00 AM,09/22/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11204,1365 WEST    7 STREET,WEST    7 STREET,BAY PARKWAY,AVENUE O,,,ADDRESS,BROOKLYN,,N/A,Closed,10/09/2015 03:35:43 PM,09/22/2015 12:00:00 AM,11 BROOKLYN,BROOKLYN,989380,162396,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.61241441734028,-73.98152317508624,"(40.61241441734028, -73.98152317508624)"
31493778,09/09/2015 12:00:00 AM,09/09/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10458,518 EAST  187 STREET,EAST  187 STREET,3 AVENUE,BATHGATE AVENUE,,,ADDRESS,BRONX,,N/A,Closed,10/09/2015 01:59:55 PM,09/08/2015 12:00:00 AM,06 BRONX,BRONX,1014596,251521,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.856989728027834,-73.89030025380693,"(40.856989728027834, -73.89030025380693)"
31493779,09/09/2015 12:00:00 AM,09/18/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11222,OAK STREET,OAK STREET,WEST STREET,FRANKLIN STREET,,,BLOCKFACE,BROOKLYN,,N/A,Closed,10/09/2015 09:39:50 AM,09/18/2015 12:00:00 AM,Unspecified BROOKLYN,BROOKLYN,995871,204393,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.727680628049605,-73.95807201092174,"(40.727680628049605, -73.95807201092174)"
31493785,09/09/2015 12:00:00 AM,09/02/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10033,4133 BROADWAY,BROADWAY,,,,,LATLONG,NEW YORK,,N/A,Pending,10/09/2015 07:31:19 PM,09/09/2015 07:34:50 PM,Unspecified MANHATTAN,MANHATTAN,1001162,247544,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.846110000392734,-73.93887371191632,"(40.846110000392734, -73.93887371191632)"
31493786,09/09/2015 12:00:00 AM,09/09/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,10040,370 WADSWORTH AVENUE,WADSWORTH AVENUE,WEST 191 STREET,WEST 192 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,10/09/2015 03:27:10 PM,09/09/2015 03:36:49 PM,12 MANHATTAN,MANHATTAN,1003615,251323,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.85647719270591,-73.92999674140358,"(40.85647719270591, -73.92999674140358)"
31493787,09/09/2015 12:00:00 AM,09/15/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10033,210 PINEHURST AVE,PINEHURST AVE,,,,,LATLONG,NEW YORK,,N/A,Closed,10/09/2015 02:42:06 AM,09/15/2015 12:00:00 AM,Unspecified MANHATTAN,MANHATTAN,1001398,250866,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.85522744898277,-73.93801222334383,"(40.85522744898277, -73.93801222334383)"
31493793,09/09/2015 12:00:00 AM,10/02/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10022,305 EAST   51 STREET,EAST   51 STREET,2 AVENUE,1 AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,10/09/2015 07:42:28 PM,10/02/2015 12:00:00 AM,06 MANHATTAN,MANHATTAN,993216,214467,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.755334337000676,-73.96763768964932,"(40.755334337000676, -73.96763768964932)"
31493799,09/09/2015 12:00:00 AM,09/23/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,10065,8 EAST   63 STREET,EAST   63 STREET,5 AVENUE,MADISON AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,10/09/2015 02:18:06 PM,09/23/2015 12:00:00 AM,08 MANHATTAN,MANHATTAN,992382,218546,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.766530950743096,-73.97064303482253,"(40.766530950743096, -73.97064303482253)"
31493801,09/09/2015 12:00:00 AM,09/23/2015 03:11:13 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11221,,,,,BUSHWICK AVENUE,WEIRFIELD STREET,INTERSECTION,BROOKLYN,,N/A,Closed,10/09/2015 04:12:02 PM,09/23/2015 03:11:13 PM,04 BROOKLYN,BROOKLYN,1007922,189765,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.687506204324755,-73.91464405050696,"(40.687506204324755, -73.91464405050696)"
31494657,09/09/2015 12:00:00 AM,10/15/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11229,2022 FORD STREET,FORD STREET,AVENUE T,AVENUE U,,,ADDRESS,BROOKLYN,,N/A,Closed,10/09/2015 04:20:28 PM,10/15/2015 12:00:00 AM,15 BROOKLYN,BROOKLYN,1001356,158716,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.60229854601766,-73.93839830349037,"(40.60229854601766, -73.93839830349037)"
31494658,09/09/2015 12:00:00 AM,08/18/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10456,1288 WASHINGTON AVENUE,WASHINGTON AVENUE,EAST 168 STREET,EAST 169 STREET,,,ADDRESS,BRONX,,N/A,Pending,10/09/2015 05:55:11 AM,09/09/2015 06:08:13 AM,03 BRONX,BRONX,1010247,242694,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.83277609479995,-73.9060559474111,"(40.83277609479995, -73.9060559474111)"
31494665,09/09/2015 12:00:00 AM,09/24/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Parking Lot/Garage,11221,165 EVERGREEN AVENUE,EVERGREEN AVENUE,WILLOUGHBY AVENUE,SUYDAM STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,10/09/2015 09:44:41 PM,09/24/2015 12:00:00 AM,04 BROOKLYN,BROOKLYN,1003718,193620,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.698097530152204,-73.92979158823304,"(40.698097530152204, -73.92979158823304)"
31494802,09/09/2015 12:00:00 AM,09/29/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11378,61-62 GRAND AVENUE,GRAND AVENUE,61 STREET,64 STREET,,,ADDRESS,Maspeth,,N/A,Closed,10/09/2015 10:24:00 PM,09/29/2015 12:00:00 AM,05 QUEENS,QUEENS,1010865,202335,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.721999514236,-73.90398257589857,"(40.721999514236, -73.90398257589857)"
31494852,09/09/2015 12:00:00 AM,12/28/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10314,192 ARDMORE AVENUE,ARDMORE AVENUE,SOUTH GANNON AVENUE,WESTWOOD AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Closed,10/09/2015 05:57:16 PM,12/28/2015 12:00:00 AM,02 STATEN ISLAND,STATEN ISLAND,945685,160242,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.60641969784037,-74.13888792664288,"(40.60641969784037, -74.13888792664288)"
31494862,09/09/2015 12:00:00 AM,09/23/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11221,910 JEFFERSON AVENUE,JEFFERSON AVENUE,RALPH AVENUE,HOWARD AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,10/09/2015 01:33:56 PM,09/23/2015 12:00:00 AM,03 BROOKLYN,BROOKLYN,1006044,189420,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6865640823223,-73.92141681161534,"(40.6865640823223, -73.92141681161534)"
31494863,09/09/2015 12:00:00 AM,09/29/2015 10:33:52 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11211,298 NORTH    8 STREET,NORTH    8 STREET,HAVEMEYER STREET,MEEKER AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,10/09/2015 02:03:31 PM,09/29/2015 10:33:52 AM,01 BROOKLYN,BROOKLYN,997431,199942,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71546152258273,-73.95245232647434,"(40.71546152258273, -73.95245232647434)"
31494864,09/09/2015 12:00:00 AM,09/23/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10025,106 WEST  105 STREET,WEST  105 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,10/09/2015 12:50:29 PM,09/23/2015 12:00:00 AM,07 MANHATTAN,MANHATTAN,994241,230298,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.79878516046478,-73.96391446668501,"(40.79878516046478, -73.96391446668501)"
31494865,09/09/2015 12:00:00 AM,09/22/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10026,2177 FREDERICK DOUGLASS BOULEVARD,FREDERICK DOUGLASS BOULEVARD,WEST 117 STREET,WEST 118 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,10/09/2015 10:17:37 AM,09/22/2015 12:00:00 AM,10 MANHATTAN,MANHATTAN,996798,232704,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.805385709288934,-73.95467458898814,"(40.805385709288934, -73.95467458898814)"
31494882,09/09/2015 12:00:00 AM,09/28/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11379,,,,,CALDWELL AVENUE,82 STREET,INTERSECTION,Middle Village,,N/A,Closed,10/09/2015 01:41:01 PM,09/28/2015 10:45:15 AM,05 QUEENS,QUEENS,1018188,203711,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.725751234193886,-73.87755689652975,"(40.725751234193886, -73.87755689652975)"
31495735,09/10/2015 12:00:00 AM,09/21/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10002,460 GRAND STREET,GRAND STREET,ATTORNEY STREET,PITT STREET,,,ADDRESS,NEW YORK,,N/A,Closed,10/10/2015 01:16:14 AM,09/21/2015 12:00:00 AM,03 MANHATTAN,MANHATTAN,988569,199868,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71526717494076,-73.9844201658324,"(40.71526717494076, -73.9844201658324)"
31495927,09/09/2015 12:00:00 AM,09/23/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Mixed Use Building,11221,118 RALPH AVENUE,RALPH AVENUE,JEFFERSON AVENUE,HANCOCK STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,10/09/2015 11:45:49 AM,09/23/2015 12:00:00 AM,03 BROOKLYN,BROOKLYN,1005515,189187,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.68592583766397,-73.92332497496484,"(40.68592583766397, -73.92332497496484)"
31495971,09/09/2015 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10468,2761 SEDGWICK AVENUE,SEDGWICK AVENUE,WEST 195 STREET,WEST 197 STREET,,,ADDRESS,BRONX,,N/A,Assigned,10/09/2015 05:21:36 PM,09/17/2015 01:09:40 PM,08 BRONX,BRONX,1011229,256760,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.87138011921505,-73.90245074184746,"(40.87138011921505, -73.90245074184746)"
31495972,09/09/2015 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10473,858A LELAND AVENUE,LELAND AVENUE,LAFAYETTE AVENUE,STORY AVENUE,,,ADDRESS,BRONX,,N/A,Assigned,10/09/2015 01:01:51 PM,09/09/2015 01:09:10 PM,09 BRONX,BRONX,1022613,239102,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.82287203507265,-73.86139015646748,"(40.82287203507265, -73.86139015646748)"
31495973,09/09/2015 12:00:00 AM,09/21/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10456,955 SHERIDAN AVENUE,SHERIDAN AVENUE,EAST 163 STREET,EAST 164 STREET,,,ADDRESS,BRONX,,N/A,Closed,10/09/2015 11:23:14 AM,09/21/2015 12:00:00 AM,04 BRONX,BRONX,1006380,241103,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.82841979411231,-73.92003517093165,"(40.82841979411231, -73.92003517093165)"
31495979,09/09/2015 12:00:00 AM,10/06/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11374,,,,,62 AVENUE,99 STREET,INTERSECTION,Rego Park,,N/A,Closed,10/09/2015 01:56:25 PM,10/06/2015 12:00:00 AM,06 QUEENS,QUEENS,1023508,207089,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.73500099477823,-73.85834347443773,"(40.73500099477823, -73.85834347443773)"
31495980,09/09/2015 12:00:00 AM,10/06/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11233,MONACO PLACE,MONACO PLACE,HERKIMER STREET,ATLANTIC AVENUE,,,BLOCKFACE,BROOKLYN,,N/A,Closed,10/09/2015 09:54:44 PM,10/06/2015 10:55:17 AM,Unspecified BROOKLYN,BROOKLYN,1009481,185888,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67686042029658,-73.90903716502805,"(40.67686042029658, -73.90903716502805)"
31496811,09/09/2015 12:00:00 AM,09/09/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10021,157 EAST   72 STREET,EAST   72 STREET,LEXINGTON AVENUE,3 AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,10/09/2015 12:10:49 PM,09/09/2015 12:00:00 AM,08 MANHATTAN,MANHATTAN,994872,219884,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.77020077180165,-73.96165188494697,"(40.77020077180165, -73.96165188494697)"
31496926,09/09/2015 12:00:00 AM,08/31/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10457,2023 MONTEREY AVENUE,MONTEREY AVENUE,EAST 178 STREET,EAST 179 STREET,,,ADDRESS,BRONX,,N/A,Pending,10/09/2015 05:16:05 PM,08/31/2015 12:00:00 AM,06 BRONX,BRONX,1013505,248379,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.848369560610166,-73.89425788833287,"(40.848369560610166, -73.89425788833287)"
31496937,09/09/2015 12:00:00 AM,09/21/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10459,1437 BRYANT AVENUE,BRYANT AVENUE,BEND,JENNINGS STREET,,,ADDRESS,BRONX,,N/A,Closed,10/09/2015 11:49:00 AM,09/21/2015 12:00:00 AM,03 BRONX,BRONX,1015128,242035,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.83095161425023,-73.88842077390723,"(40.83095161425023, -73.88842077390723)"
31496938,09/09/2015 12:00:00 AM,09/30/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11213,1539 PARK PLACE,PARK PLACE,ROCHESTER AVENUE,BUFFALO AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,10/09/2015 10:54:14 AM,09/30/2015 12:00:00 AM,08 BROOKLYN,BROOKLYN,1004665,184161,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67213261214854,-73.9264050364765,"(40.67213261214854, -73.9264050364765)"
31497041,09/09/2015 12:00:00 AM,11/06/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Vacant Lot,10309,,,,,MINTURN AVENUE,ALBOURNE AVENUE,INTERSECTION,STATEN ISLAND,,N/A,Closed,10/09/2015 02:51:21 PM,11/06/2015 12:00:00 AM,03 STATEN ISLAND,STATEN ISLAND,926350,131858,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.52840612069437,-74.20827769411032,"(40.52840612069437, -74.20827769411032)"
31497053,09/09/2015 12:00:00 AM,08/27/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11233,191 SUMPTER STREET,SUMPTER STREET,HOWARD AVENUE,SARATOGA AVENUE,,,ADDRESS,BROOKLYN,,N/A,Pending,10/09/2015 12:03:56 PM,09/09/2015 12:13:32 PM,03 BROOKLYN,BROOKLYN,1006996,187113,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.680229500626105,-73.91799195025196,"(40.680229500626105, -73.91799195025196)"
31497054,09/09/2015 12:00:00 AM,09/23/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,10024,,,,,BROADWAY,WEST 91 STREET,INTERSECTION,NEW YORK,,N/A,Closed,10/09/2015 07:15:14 AM,09/23/2015 12:00:00 AM,07 MANHATTAN,MANHATTAN,991420,227631,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.791467707749376,-73.97410621235743,"(40.791467707749376, -73.97410621235743)"
31497055,09/09/2015 12:00:00 AM,10/16/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,10001,128 WEST   26 STREET,WEST   26 STREET,AVENUE OF THE AMERICAS,7 AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,10/09/2015 10:39:59 AM,10/16/2015 12:00:00 AM,04 MANHATTAN,MANHATTAN,986351,210779,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74521600429531,-73.99241770176174,"(40.74521600429531, -73.99241770176174)"
31497056,09/09/2015 12:00:00 AM,09/22/2015 04:31:56 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,10001,142 WEST   29 STREET,WEST   29 STREET,AVENUE OF THE AMERICAS,7 AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,10/09/2015 02:46:51 PM,09/22/2015 04:31:56 PM,05 MANHATTAN,MANHATTAN,986646,211498,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74718940393126,-73.99135282021501,"(40.74718940393126, -73.99135282021501)"
31497864,09/09/2015 12:00:00 AM,08/19/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10457,1511 SHERIDAN AVENUE,SHERIDAN AVENUE,EAST 172 STREET,EAST MT EDEN AVENUE,,,ADDRESS,BRONX,,N/A,Pending,10/09/2015 04:34:27 PM,09/09/2015 04:40:26 PM,04 BRONX,BRONX,1008782,245677,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.84096775231571,-73.91133903015907,"(40.84096775231571, -73.91133903015907)"
31498046,09/09/2015 12:00:00 AM,09/22/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10038,2-3 MADISON ST,MADISON ST,,,,,LATLONG,NEW YORK,,N/A,Closed,10/09/2015 06:50:05 AM,09/22/2015 12:00:00 AM,Unspecified MANHATTAN,MANHATTAN,984250,198589,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71175767920779,-74,"(40.71175767920779, -74)"
31498142,09/10/2015 12:00:00 AM,09/14/2015 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10029,225 EAST 96TH STREET,EAST 96TH STREET,,,,,LATLONG,NEW YORK,,N/A,Closed,10/10/2015 01:23:37 AM,09/14/2015 12:00:00 AM,Unspecified MANHATTAN,MANHATTAN,998709,225222,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.78484672952267,-73.9477878574985,"(40.78484672952267, -73.9477878574985)"
